facility_id,facility_name,address,city,state,zip_code,county,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
10129.0,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,(251) 937-5521,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,6,0,5,1,,8,8,,12,9,
10158.0,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,(256) 332-1611,Acute Care Hospitals,Proprietary,Yes,,2,,7,2,0,2,0,,8,3,0,3,0,,11,6,0,6,0,,8,8,,12,8,
11032.0,Martin ACH (FT Benning),6600 Van Aalst Blvd,Fort Benning,GA,31905,CHATTAHOOCHEE,(762) 408-2604,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
11309.0,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,(334) 684-3655,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
14007.0,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,2,,7,5,3,2,0,,8,4,0,3,1,,11,6,0,3,3,,8,8,,12,6,
15004.0,VA N. INDIANA HEALTHCARE SYSTEM,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,3,1,0,,8,8,,12,4,
19047.0,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,7,4,2,2,0,,8,3,0,3,0,,11,5,0,3,2,,8,8,,12,5,
20024.0,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,(907) 262-4404,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,1,,7,5,0,5,0,,8,4,0,4,0,,11,9,0,7,2,,8,8,,12,11,
21307.0,CORDOVA COMMUNITY MEDICAL CENTER,PO BOX 160 - 602 CHASE AVENUE,CORDOVA,AK,99574,VALDEZ-CORDOVA,(907) 424-8000,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,2,
22010.0,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,(617) 232-9500,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,7,4,2,2,0,,8,3,0,3,0,,11,6,0,4,2,,8,8,,12,6,
25042.0,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,1,3,0,,8,8,,12,5,
29002.0,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,4,1,3,0,,8,3,0,3,0,,11,6,0,6,0,,8,8,,12,5,
30016.0,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,(520) 381-6300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,7,5,0,5,0,,8,6,1,5,0,,11,7,0,6,1,,8,8,,12,10,
30061.0,BANNER BOSWELL MEDICAL CENTER,13632 N 99TH AVE,SUN CITY,AZ,85351,MARICOPA,(623) 832-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,3,,7,7,0,7,0,,8,7,2,4,1,,11,9,0,7,2,,8,8,,12,10,
30084.0,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,(928) 674-7001,Acute Care Hospitals,Government - Federal,Yes,Y,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,3,0,2,1,,8,Not Available,5,12,5,
30105.0,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,(480) 854-5050,Acute Care Hospitals,Voluntary non-profit - Private,No,,3,,7,5,0,5,0,,8,4,0,4,0,,11,6,1,5,0,,8,8,,12,3,
30119.0,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297,MARICOPA,(480) 728-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,7,6,0,6,0,,8,8,1,7,0,,11,10,0,10,0,,8,8,,12,11,
30147.0,BANNER OCOTILLO MEDICAL CENTER,1405 SOUTH ALMA SCHOOL ROAD,CHANDLER,AZ,85286,MARICOPA,(480) 256-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,5,1,,8,8,,12,8,
31304.0,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,COCONINO,(928) 645-2424,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,8,
31317.0,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,AZ,85344,LAPAZ,(928) 669-9201,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,8,,12,2,
33017.0,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,2,,7,5,1,4,0,,8,2,0,2,0,,11,6,0,4,2,,8,8,,12,6,
34013.0,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",1800 EAST VAN BUREN,PHOENIX,AZ,85006,MARICOPA,(602) 251-8535,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
34027.0,CHANGEPOINT PSYCHIATRIC HOSPITAL,1920 WEST COMMERCE DRIVE,LAKESIDE,AZ,85929,NAVAJO,(928) 368-4110,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
34038.0,"PHOENIX MEDICAL PSYCHIATRIC HOSPITAL, LLC",1346 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,(833) 312-0320,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
37014.0,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,2,,7,5,1,4,0,,8,3,0,1,2,,11,5,0,5,0,,8,8,,12,5,
40018.0,BAPTIST HEALTH - VAN BUREN,211 CRAWFORD MEMORIAL DRIVE,VAN BUREN,AR,72956,CRAWFORD,(479) 474-3401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,5,
40050.0,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,(870) 836-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,7,3,0,3,0,,8,2,0,2,0,,11,4,0,3,1,,8,8,,12,9,
40084.0,SALINE MEMORIAL HOSPITAL,1 MEDICAL PARK DRIVE,BENTON,AR,72015,SALINE,(501) 776-6000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,5,0,5,0,,11,8,0,8,0,,8,8,,12,10,
40154.0,BAPTIST HEALTH MEDICAL CENTER- CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,FAULKNER,(501) 585-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,4,1,3,0,,11,8,0,7,1,,8,8,,12,11,
41302.0,DARDANELLE REGIONAL MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,AR,72834,YELL,(479) 229-4677,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,6,
41313.0,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,VAN BUREN,(501) 745-7000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,12,6,
41328.0,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,CHICOT,(870) 265-5351,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,4,
44005.0,BRIDGEWAY HOSPITAL,21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,AR,72113,PULASKI,(501) 771-1500,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
50006.0,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,1,6,0,,11,11,2,9,0,,8,8,,12,12,
50026.0,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,(619) 465-0711,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,7,1,5,1,,8,7,3,4,0,,11,9,0,8,1,,8,8,,12,10,
50047.0,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 600-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,1,6,0,,8,6,2,3,1,,11,10,0,9,1,,8,8,,12,11,
50070.0,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,(650) 742-3200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,5,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,5,
50089.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,(909) 887-6333,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,2,0,2,0,,8,5,0,5,0,,11,3,0,3,0,,8,8,,12,9,
50107.0,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,7,7,0,6,1,,8,7,1,5,1,,11,11,0,10,1,,8,8,,12,11,
50124.0,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91208,LOS ANGELES,(818) 790-7100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,1,4,0,,8,6,0,6,0,,11,7,1,5,1,,8,8,,12,11,
50136.0,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,(707) 778-1111,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,5,0,5,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,9,
50159.0,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVENUE,VENTURA,CA,93003,VENTURA,(805) 652-6075,Acute Care Hospitals,Government - Local,Yes,Y,2,,7,4,0,4,0,,8,7,0,7,0,,11,9,0,9,0,,8,8,,12,9,
50195.0,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,(510) 797-1111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,7,0,7,0,,8,7,2,5,0,,11,11,1,7,3,,8,8,,12,9,
50232.0,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,(805) 543-5353,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,0,7,0,,8,6,2,4,0,,11,9,1,8,0,,8,8,,12,12,
50254.0,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,EL DORADO,(530) 622-1441,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,5,0,5,0,,11,9,1,8,0,,8,8,,12,12,
50283.0,STANFORD HEALTH CARE TRI-VALLEY,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,ALAMEDA,(925) 847-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,9,1,8,0,,8,8,,12,11,
50308.0,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,(650) 940-7000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,7,2,5,0,,8,8,2,6,0,,11,11,1,10,0,,8,8,,12,11,
50336.0,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,6,0,6,0,,8,6,2,4,0,,11,6,1,5,0,,8,8,,12,10,
50373.0,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,(323) 226-2800,Acute Care Hospitals,Government - Local,Yes,Y,2,,7,6,0,6,0,,8,6,3,3,0,,11,7,0,7,0,,8,8,,12,9,
50411.0,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,4,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,1,5,0,,11,2,0,2,0,,8,8,,12,6,
50455.0,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,7,6,0,4,2,,8,6,1,5,0,,11,9,0,9,0,,8,8,,12,12,
50498.0,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,(530) 888-4500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,7,6,0,6,0,,8,5,1,4,0,,11,9,0,8,1,,8,8,,12,10,
50528.0,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,(209) 826-0591,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,4,1,3,0,,8,8,,12,10,
50567.0,PROVIDENCE MISSION HOSPITAL,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,(949) 364-1400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,7,3,4,0,,11,11,2,9,0,,8,8,,12,12,
50599.0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,(916) 734-2011,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,7,3,4,0,,8,8,0,6,2,,11,11,0,11,0,,8,8,,12,11,
50663.0,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 267-0477,Acute Care Hospitals,Proprietary,Yes,,2,,7,3,2,1,0,,8,5,1,3,1,,11,5,0,4,1,,8,8,,12,7,
50697.0,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,SHASTA,(530) 225-8700,Acute Care Hospitals,Proprietary,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,2,
50735.0,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,(562) 945-3561,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,2,0,2,0,,8,4,1,3,0,,11,5,0,4,1,,8,8,,12,9,
50748.0,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,(209) 825-3700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,2,4,0,,11,1,0,1,0,,8,8,,12,6,
50769.0,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,(949) 727-5000,Acute Care Hospitals,Proprietary,No,,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,3,
50782.0,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,(909) 596-7733,Acute Care Hospitals,Voluntary non-profit - Private,No,,3,,7,2,0,2,0,,8,4,0,4,0,,11,6,1,5,0,,8,8,,12,4,
51304.0,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,(209) 966-3631,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,5,
51315.0,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,96093,TRINITY,(530) 623-5541,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,4,
51326.0,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,PLUMAS,(530) 283-2121,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,7,
51336.0,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,(831) 385-6000,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,7,
53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,92691,ORANGE,(949) 365-2408,Childrens,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54074.0,ADVENTIST HEALTH VALLEJO,525 OREGON ST,VALLEJO,CA,94590,SOLANO,(707) 648-2200,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54111.0,CANYON RIDGE HOSPITAL,5353 G STREET,CHINO,CA,91710,SAN BERNARDINO,(909) 590-3700,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54146.0,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,"2633 E 27TH STREET, BUILDING B",OAKLAND,CA,94601,ALAMEDA,(510) 535-5115,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54157.0,GLENDORA  HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,(626) 852-5050,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
60010.0,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,80524,LARIMER,(970) 495-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,1,5,0,,8,7,4,3,0,,11,10,2,8,0,,8,8,,12,10,
