facility_id,facility_name,address,city,state,zip_code,county,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
34030.0,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712,PIMA,(520) 322-2888,Psychiatric,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
35002.0,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,3,2,1,0,,8,2,0,2,0,,11,5,1,4,0,,8,8,,12,5,
40004.0,WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703,WASHINGTON,(479) 463-5113,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,8,3,5,0,,11,11,3,8,0,,8,8,,12,11,
40022.0,NORTHWEST MEDICAL CENTER-SPRINGDALE,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,WASHINGTON,(479) 751-5711,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,4,2,,8,7,1,6,0,,11,7,1,6,0,,8,8,,12,11,
40062.0,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72903,SEBASTIAN,(479) 314-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,6,1,,8,7,2,5,0,,11,11,0,11,0,,8,8,,12,12,
40118.0,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",4800 EAST JOHNSON AVENUE,JONESBORO,AR,72405,CRAIGHEAD,(870) 972-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,7,0,,8,7,2,4,1,,11,11,0,9,2,,8,8,,12,12,
40164.0,UNITY HEALTH - JACKSONVILLE,1400 BRADEN STREET,JACKSONVILLE,AR,72076,PULASKI,(501) 453-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,2,
41306.0,IZARD REGIONAL HOSPITAL LLC,61 GRASSE STREET,CALICO ROCK,AR,72519,BAXTER,(870) 297-2400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,3,
41320.0,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,LITTLE RIVER,(870) 898-5011,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,3,
41331.0,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,1101 JACKSON STREET SW,GRAVETTE,AR,72736,BENTON,(479) 787-5291,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,2,
44011.0,ARKANSAS STATE HOSPITAL,305 S PALM STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 686-9000,Psychiatric,Government - State,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
50009.0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,7,0,7,0,,8,6,1,5,0,,11,10,1,8,1,,8,8,,12,12,
50036.0,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,KERN,(661) 327-1792,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,6,0,5,1,,8,8,1,7,0,,11,10,0,9,1,,8,8,,12,9,
50056.0,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5500,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,7,6,0,5,1,,8,8,1,7,0,,11,8,0,6,2,,8,8,,12,9,
50073.0,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,SOLANO,(707) 651-1000,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,,7,2,0,2,0,,8,6,1,5,0,,11,2,0,2,0,,8,8,,12,6,
50093.0,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93720,FRESNO,(559) 450-3000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,7,7,0,7,0,,8,8,1,7,0,,11,9,0,7,2,,8,8,,12,11,
50112.0,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,(310) 319-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,2,4,0,,8,7,1,5,1,,11,10,1,8,1,,8,8,,12,10,
50127.0,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,(530) 662-3961,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,4,0,4,0,,8,5,0,5,0,,11,8,1,7,0,,8,8,,12,11,
50139.0,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 461-6007,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,2,,7,Not Available,Not Available,Not Available,Not Available,5,8,7,1,6,0,,11,1,0,1,0,,8,8,,12,6,
50169.0,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,(562) 698-0811,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,0,8,0,,11,11,0,10,1,,8,8,,12,11,
50211.0,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,,7,4,0,4,0,,8,5,0,5,0,,11,4,0,4,0,,8,8,,12,7,
50236.0,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,6,1,5,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,12,10,
50262.0,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6301,Acute Care Hospitals,Government - State,Yes,Y,4,,7,7,2,5,0,,8,6,3,3,0,,11,10,0,8,2,,8,8,,12,9,
50291.0,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,SONOMA,(707) 576-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,6,0,6,0,,8,7,2,5,0,,11,10,1,8,1,,8,8,,12,11,
50315.0,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,(661) 326-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,4,0,4,0,,8,8,1,7,0,,11,8,0,8,0,,8,8,,12,9,
50350.0,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,5,0,5,0,,8,5,0,4,1,,11,5,0,4,1,,8,Not Available,5,12,7,
50380.0,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,(408) 559-2011,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,8,1,7,0,,11,9,0,6,3,,8,8,,12,10,
50424.0,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,(858) 554-3600,Acute Care Hospitals,Voluntary non-profit - Other,No,,5,,7,4,0,4,0,,8,7,1,6,0,,11,6,0,5,1,,8,8,,12,7,
50468.0,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,Acute Care Hospitals,Proprietary,Yes,,1,,7,4,0,4,0,,8,5,1,3,1,,11,4,0,3,1,,8,8,,12,8,
50510.0,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,(415) 444-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,7,Not Available,Not Available,Not Available,Not Available,5,8,5,0,5,0,,11,1,0,1,0,,8,8,,12,4,
50541.0,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,(650) 299-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,1,0,1,0,,8,6,2,4,0,,11,1,0,1,0,,8,8,,12,5,
50580.0,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,(714) 670-7400,Acute Care Hospitals,Proprietary,No,,3,,7,3,1,2,0,,8,3,0,3,0,,11,4,0,4,0,,8,8,,12,7,
50608.0,ADVENTIST HEALTH DELANO,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,(661) 725-4800,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,5,0,5,0,,8,8,,12,10,
50677.0,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,(818) 719-3800,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,3,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,1,4,1,,11,1,0,1,0,,8,8,,12,6,
50708.0,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,(559) 431-8000,Acute Care Hospitals,Proprietary,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,3,
50738.0,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,(626) 350-7975,Acute Care Hospitals,Voluntary non-profit - Private,No,,2,,7,3,0,3,0,,8,4,0,4,0,,11,3,0,3,0,,8,8,,12,7,
50760.0,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,(925) 813-6500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,2,0,2,0,,8,6,2,4,0,,11,2,0,2,0,,8,8,,12,6,
50772.0,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,1,0,1,0,,8,6,3,3,0,,11,1,0,1,0,,8,8,,12,6,
50785.0,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,(323) 930-1040,Acute Care Hospitals,Physician,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,2,
51307.0,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,(310) 510-0700,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,2,
51318.0,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,HUMBOLDT,(707) 445-8121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,6,
51329.0,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,LAKE,(707) 262-5000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,3,0,3,0,,8,1,0,1,0,,11,6,1,5,0,,8,8,,12,10,
51339.0,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,RIVERSIDE,(760) 922-4115,Critical Access Hospitals,Government - Hospital District or Authority,No,,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,5,Not Available,Not Available,5
53311.0,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,(916) 453-2000,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54078.0,AURORA LAS ENCINAS,2900 E DEL MAR BLVD,PASADENA,CA,91107,LOS ANGELES,(626) 795-9901,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54124.0,SEMPERVIRENS,720 WOOD ST,EUREKA,CA,95501,HUMBOLDT,(707) 268-2990,Psychiatric,Government - Local,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54149.0,WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,SAN LEANDRO,CA,94578,ALAMEDA,(510) 895-5502,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54160.0,RIVER VISTA BEHAVIORAL HEALTH,40886 GOODWIN WAY,MADERA,CA,93636,MADERA,(559) 603-6000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
